days,compartment,population,susceptibles,total_isolated,total_infected,tested,total_infected_notisolated,total_confirmed,total_deaths,total_recovered,beta,susceptible_prop,new_tested,num_infected,num_isolated,num_isolated_infected,num_confirmed,num_recovered,new_deaths
0,Hospitals,50000.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Hospitals,50000.0,50000.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
2,Hospitals,50000.0,49999.9,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
3,Hospitals,50000.0,49999.8,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
4,Hospitals,50000.0,49999.6,0.0,0.8,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
5,Hospitals,50000.0,49999.2,0.0,1.3,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
6,Hospitals,50000.0,49998.7,0.0,2.2,0.0,2.2,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0
7,Hospitals,50000.0,49997.8,0.0,3.7,0.0,3.7,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0
8,Hospitals,50000.0,49996.3,0.0,6.1,0.0,6.1,0.0,0.0,0.0,0.0,1.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0
9,Hospitals,50000.0,49993.9,0.0,10.1,0.0,10.1,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
10,Hospitals,50000.0,49989.9,0.0,16.6,0.0,16.6,0.0,0.0,0.0,0.0,1.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0
11,Hospitals,50000.0,49983.4,0.0,27.0,0.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0
12,Hospitals,50000.0,49973.0,0.0,43.7,0.0,43.7,0.0,0.0,0.0,0.0,1.0,0.0,16.6,0.0,0.0,0.0,0.0,0.0
13,Hospitals,50000.0,49956.3,0.0,69.7,0.0,69.7,0.0,0.0,0.0,0.0,1.0,0.0,26.1,0.0,0.0,0.0,0.0,0.0
14,Hospitals,50000.0,49930.3,0.0,110.2,0.0,110.2,0.0,0.0,0.0,0.0,1.0,0.0,40.5,0.0,0.0,0.0,0.0,0.0
15,Hospitals,50000.0,49889.8,0.0,172.3,0.0,172.3,0.0,0.0,0.0,0.0,1.0,0.0,62.1,0.0,0.0,0.0,0.0,0.0
16,Hospitals,50000.0,49827.7,0.0,266.2,0.0,266.2,0.0,0.0,0.0,0.0,1.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0
17,Hospitals,50000.0,49733.8,0.0,406.6,0.0,406.6,0.0,0.0,0.0,0.0,1.0,0.0,140.4,0.0,0.0,0.0,0.0,0.0
18,Hospitals,50000.0,49593.4,0.0,613.5,0.0,613.5,0.0,0.0,0.0,0.0,1.0,0.0,206.9,0.0,0.0,0.0,0.0,0.0
19,Hospitals,50000.0,49386.5,0.0,913.9,0.0,913.9,0.0,0.0,0.0,0.0,1.0,0.0,300.4,0.0,0.0,0.0,0.0,0.0
20,Hospitals,50000.0,49086.1,0.0,1343.5,0.0,1343.5,0.0,0.0,0.0,0.0,1.0,0.0,429.5,0.0,0.0,0.0,0.0,0.0
21,Hospitals,50000.0,48656.5,0.0,1947.2,0.0,1947.2,0.0,0.0,0.0,0.0,1.0,0.0,603.8,0.0,0.0,0.0,0.1,0.0
22,Hospitals,50000.0,48052.8,0.0,2780.8,0.0,2780.8,0.0,0.0,0.1,0.0,1.0,0.0,833.7,0.0,0.0,0.0,0.1,0.0
23,Hospitals,50000.0,47219.1,0.0,3909.1,0.0,3909.1,0.0,0.0,0.2,0.0,0.9,0.0,1128.5,0.0,0.0,0.0,0.2,0.0
24,Hospitals,50000.0,46090.7,0.0,5403.1,0.0,5403.1,0.0,0.0,0.4,0.0,0.9,0.0,1494.3,0.0,0.0,0.0,0.3,0.0
25,Hospitals,50000.0,44596.5,0.0,7333.0,0.0,7333.0,0.0,0.0,0.8,0.0,0.9,0.0,1930.5,0.0,0.0,0.0,0.5,0.0
26,Hospitals,50000.0,42666.3,0.0,9757.5,0.0,9757.5,0.0,0.0,1.3,0.0,0.9,0.0,2425.4,0.0,0.0,0.0,0.9,0.0
